type,nameOrig,nameDest,amount,oldbalanceOrg,newbalanceOrg,oldbalanceDest,newbalanceDest,isFraud,creditCard,timestamp
CASH_IN,Alice,Bob,7829.6,20832.41,13002.81,36269.87,44099.47,1,1234-5678-9012-0642,2024-02-19 16:29:14.542719
PAYMENT,Charlie,John,2311.49,2314.52,3.0300000000002,42849.84,45161.329999999994,1,1234-5678-9012-0660,2024-04-01 16:29:14.542719
DEBIT,David,Eve,9673.93,4051.52,-5622.41,40584.29,50258.22,1,1234-5678-9012-0938,2023-12-28 16:29:14.542719
CASH_IN,David,Bob,5382.91,39994.94,34612.03,43604.39,48987.3,1,1234-5678-9012-0872,2023-12-20 16:29:14.542719
PAYMENT,John,Eve,4752.12,9439.18,4687.06,28434.77,33186.89,1,1234-5678-9012-0088,2024-09-03 16:29:14.542719
TRANSFER,Charlie,Alice,6199.75,30932.73,24732.98,29552.34,35752.09,1,1234-5678-9012-0097,2024-01-12 16:29:14.542719
CASH_IN,Eve,Jane,8462.52,27208.25,18745.73,24458.93,32921.45,0,1234-5678-9012-0780,2024-03-13 16:29:14.542719
PAYMENT,Alice,Jane,1058.94,38855.72,37796.78,48425.79,49484.73,1,1234-5678-9012-0635,2023-11-01 16:29:14.542719
PAYMENT,John,Bob,7601.25,42840.86,35239.61,7995.8,15597.05,0,1234-5678-9012-0913,2023-10-07 16:29:14.542719
CASH_OUT,Alice,Bob,5582.92,38311.13,32728.21,14160.52,19743.440000000002,1,1234-5678-9012-0509,2023-10-30 16:29:14.542719
PAYMENT,Charlie,Jane,9048.98,5092.12,-3956.8599999999997,17448.75,26497.73,1,1234-5678-9012-0649,2024-03-27 16:29:14.542719
TRANSFER,Charlie,Eve,5570.09,45925.25,40355.16,43941.71,49511.8,1,1234-5678-9012-0324,2023-10-18 16:29:14.542719
DEBIT,Alice,John,9682.78,11040.51,1357.7299999999996,37924.95,47607.729999999996,1,1234-5678-9012-0510,2024-06-12 16:29:14.542719
CASH_OUT,Alice,John,8840.68,31736.09,22895.41,14323.3,23163.98,1,1234-5678-9012-0116,2023-12-05 16:29:14.542719
CASH_OUT,Bob,David,8187.84,23431.34,15243.5,2263.32,10451.16,1,1234-5678-9012-0879,2024-07-25 16:29:14.542719
CASH_OUT,Eve,David,8068.66,4611.62,-3457.04,39163.02,47231.67999999999,0,1234-5678-9012-0000,2024-07-02 16:29:14.542719
PAYMENT,John,Charlie,3815.55,7825.71,4010.16,41303.79,45119.340000000004,1,1234-5678-9012-0624,2024-04-26 16:29:14.542719
PAYMENT,Bob,John,2877.21,32456.19,29578.98,11468.47,14345.68,1,1234-5678-9012-0255,2024-02-06 16:29:14.542719
TRANSFER,Charlie,Jane,5128.11,23187.86,18059.75,24096.07,29224.18,1,1234-5678-9012-0221,2023-12-04 16:29:14.542719
CASH_IN,Eve,Jane,5444.43,14509.4,9064.97,21117.28,26561.71,1,1234-5678-9012-0061,2024-01-10 16:29:14.542719
PAYMENT,Eve,Jane,1586.03,34644.92,33058.89,49810.65,51396.68,1,1234-5678-9012-0541,2024-05-11 16:29:14.542719
CASH_IN,David,John,8419.75,47849.07,39429.32,19780.99,28200.74,1,1234-5678-9012-0760,2024-01-29 16:29:14.542719
PAYMENT,Bob,Eve,1406.24,5102.15,3695.91,12324.3,13730.539999999999,1,1234-5678-9012-0454,2024-05-14 16:29:14.542719
TRANSFER,David,Jane,5405.96,33289.5,27883.54,20209.95,25615.91,1,1234-5678-9012-0257,2024-03-06 16:29:14.542719
CASH_OUT,Bob,Charlie,1193.6,34678.64,33485.04,45704.68,46898.28,1,1234-5678-9012-0068,2024-06-28 16:29:14.542719
DEBIT,Bob,Eve,1563.39,38188.81,36625.42,17646.42,19209.809999999998,1,1234-5678-9012-0680,2024-08-24 16:29:14.542719
PAYMENT,Charlie,David,9716.55,7691.3,-2025.249999999999,13892.85,23609.4,1,1234-5678-9012-0530,2023-12-23 16:29:14.542719
PAYMENT,Bob,Eve,9127.05,43377.14,34250.09,15872.9,24999.949999999997,1,1234-5678-9012-0009,2024-06-05 16:29:14.542719
TRANSFER,Bob,Eve,8750.19,48458.87,39708.68,5829.21,14579.400000000001,1,1234-5678-9012-0022,2024-06-24 16:29:14.542719
CASH_OUT,Jane,Bob,7012.19,34704.32,27692.13,48415.8,55427.990000000005,1,1234-5678-9012-0534,2024-02-25 16:29:14.542719
TRANSFER,Eve,Charlie,8737.24,24878.04,16140.800000000001,17006.6,25743.839999999997,1,1234-5678-9012-0235,2024-01-28 16:29:14.542719
DEBIT,Eve,David,2663.32,12969.78,10306.460000000001,37721.0,40384.32,0,1234-5678-9012-0462,2024-05-14 16:29:14.543721
PAYMENT,David,Eve,7091.72,29144.0,22052.28,21008.2,28099.920000000002,1,1234-5678-9012-0882,2024-06-03 16:29:14.543721
TRANSFER,Jane,Eve,5480.01,39244.4,33764.39,46691.98,52171.990000000005,1,1234-5678-9012-0052,2023-12-11 16:29:14.543721
PAYMENT,Alice,Eve,5265.84,45263.24,39997.399999999994,33007.28,38273.119999999995,1,1234-5678-9012-0638,2024-03-03 16:29:14.543721
DEBIT,Bob,David,4707.2,25312.73,20605.53,36699.73,41406.93,1,1234-5678-9012-0986,2024-02-21 16:29:14.543721
CASH_OUT,Charlie,John,9308.58,10343.27,1034.6900000000005,2766.34,12074.92,1,1234-5678-9012-0693,2024-01-11 16:29:14.543721
TRANSFER,Charlie,Eve,7527.54,45651.48,38123.94,40209.81,47737.35,1,1234-5678-9012-0870,2023-10-05 16:29:14.543721
PAYMENT,Eve,Bob,2955.11,20785.4,17830.29,44096.93,47052.04,1,1234-5678-9012-0080,2024-04-26 16:29:14.543721
PAYMENT,Charlie,David,4105.17,39952.25,35847.08,39584.17,43689.34,0,1234-5678-9012-0962,2023-11-25 16:29:14.543721
PAYMENT,David,Charlie,4692.14,18559.37,13867.23,2146.08,6838.22,0,1234-5678-9012-0181,2024-08-23 16:29:14.543721
DEBIT,John,Alice,2798.73,4336.16,1537.4299999999998,33600.65,36399.380000000005,1,1234-5678-9012-0756,2024-02-07 16:29:14.543721
CASH_IN,Jane,David,2809.66,44080.44,41270.78,32965.26,35774.92,1,1234-5678-9012-0050,2024-08-13 16:29:14.543721
TRANSFER,John,Bob,7224.64,24779.12,17554.48,49534.54,56759.18,1,1234-5678-9012-0726,2023-11-30 16:29:14.543721
DEBIT,David,Jane,329.01,49409.58,49080.57,44228.65,44557.66,1,1234-5678-9012-0528,2024-05-16 16:29:14.543721
TRANSFER,Charlie,Jane,1890.24,35954.66,34064.420000000006,18084.44,19974.68,0,1234-5678-9012-0785,2024-03-03 16:29:14.543721
DEBIT,Charlie,Alice,4980.49,27707.02,22726.53,28463.31,33443.8,1,1234-5678-9012-0366,2023-12-13 16:29:14.543721
PAYMENT,Jane,Eve,3680.31,29557.67,25877.359999999997,6788.14,10468.45,1,1234-5678-9012-0438,2023-11-01 16:29:14.543721
CASH_IN,David,Jane,2997.2,15797.74,12800.54,22164.98,25162.18,1,1234-5678-9012-0667,2024-05-21 16:29:14.543721
TRANSFER,David,Charlie,1318.69,47258.9,45940.21,22360.42,23679.109999999997,1,1234-5678-9012-0273,2024-05-21 16:29:14.543721
CASH_IN,Alice,Bob,4732.96,11671.57,6938.61,18197.3,22930.26,1,1234-5678-9012-0583,2023-12-30 16:29:14.543721
CASH_IN,David,Eve,3289.05,26171.11,22882.06,13838.71,17127.76,1,1234-5678-9012-0828,2024-06-01 16:29:14.543721
PAYMENT,Alice,Jane,1601.09,5408.16,3807.0699999999997,1968.51,3569.6,1,1234-5678-9012-0066,2023-11-05 16:29:14.543721
DEBIT,Eve,John,2382.1,43194.83,40812.73,41929.66,44311.76,1,1234-5678-9012-0413,2024-07-01 16:29:14.543721
TRANSFER,David,Eve,8252.63,43548.96,35296.33,3614.66,11867.289999999999,1,1234-5678-9012-0955,2024-03-11 16:29:14.543721
CASH_IN,Charlie,Bob,4999.5,34005.73,29006.230000000003,17533.66,22533.16,1,1234-5678-9012-0567,2024-03-21 16:29:14.543721
CASH_IN,Bob,Jane,8894.42,11244.36,2349.9400000000005,25125.02,34019.44,1,1234-5678-9012-0337,2024-04-04 16:29:14.543721
CASH_IN,Bob,Alice,8928.07,18130.61,9202.54,10801.95,19730.02,1,1234-5678-9012-0216,2023-10-21 16:29:14.543721
TRANSFER,Alice,Eve,6806.14,10912.32,4106.179999999999,23665.06,30471.2,1,1234-5678-9012-0068,2023-12-09 16:29:14.543721
DEBIT,Jane,David,654.09,31853.21,31199.12,30402.07,31056.16,1,1234-5678-9012-0024,2024-07-20 16:29:14.543721
DEBIT,Jane,Charlie,5730.71,35515.94,29785.230000000003,49654.83,55385.54,1,1234-5678-9012-0044,2024-03-11 16:29:14.543721
CASH_OUT,Eve,Jane,8279.64,16901.71,8622.07,20875.07,29154.71,0,1234-5678-9012-0124,2024-03-31 16:29:14.543721
CASH_IN,John,Jane,1053.16,12332.1,11278.94,14583.13,15636.289999999999,1,1234-5678-9012-0885,2024-01-10 16:29:14.543721
CASH_OUT,Jane,Alice,6883.11,4935.18,-1947.9299999999994,40641.94,47525.05,1,1234-5678-9012-0558,2024-08-22 16:29:14.543721
CASH_OUT,Charlie,David,3222.45,16530.08,13307.630000000001,31329.27,34551.72,1,1234-5678-9012-0015,2024-04-19 16:29:14.543721
PAYMENT,David,Alice,1760.31,22857.48,21097.17,1040.32,2800.63,1,1234-5678-9012-0011,2024-08-02 16:29:14.543721
TRANSFER,Eve,Alice,1196.16,46944.41,45748.25,11002.52,12198.68,1,1234-5678-9012-0124,2024-08-09 16:29:14.543721
CASH_OUT,Alice,Charlie,4222.67,38579.33,34356.66,44986.06,49208.729999999996,1,1234-5678-9012-0023,2024-05-18 16:29:14.543721
DEBIT,Eve,David,5292.34,8599.22,3306.879999999999,32603.38,37895.72,1,1234-5678-9012-0736,2024-07-09 16:29:14.543721
TRANSFER,Eve,Charlie,9004.66,40024.23,31019.570000000003,8523.44,17528.1,1,1234-5678-9012-0752,2024-04-22 16:29:14.543721
PAYMENT,Alice,John,4702.88,43538.16,38835.280000000006,39171.37,43874.25,0,1234-5678-9012-0411,2023-10-15 16:29:14.543721
CASH_OUT,John,Alice,9366.31,28108.04,18741.730000000003,38423.44,47789.75,1,1234-5678-9012-0819,2024-07-16 16:29:14.543721
DEBIT,David,Eve,9299.98,12840.58,3540.6000000000004,44517.1,53817.08,1,1234-5678-9012-0862,2024-09-20 16:29:14.543721
CASH_OUT,Jane,David,6815.01,46909.19,40094.18,36617.77,43432.78,1,1234-5678-9012-0833,2024-05-24 16:29:14.543721
DEBIT,Jane,Charlie,5489.6,22631.17,17141.57,27108.66,32598.260000000002,1,1234-5678-9012-0296,2024-06-17 16:29:14.543721
CASH_OUT,Jane,Alice,9594.08,49174.07,39579.99,39948.05,49542.130000000005,1,1234-5678-9012-0302,2023-12-20 16:29:14.543721
CASH_IN,Jane,Charlie,3627.27,40561.62,36934.350000000006,41360.13,44987.399999999994,1,1234-5678-9012-0203,2024-09-20 16:29:14.543721
CASH_OUT,David,Eve,1094.28,34606.49,33512.21,18348.16,19442.44,1,1234-5678-9012-0886,2024-06-05 16:29:14.543721
PAYMENT,Charlie,Jane,8421.51,42416.59,33995.079999999994,9889.08,18310.59,0,1234-5678-9012-0743,2023-11-25 16:29:14.543721
PAYMENT,Jane,Eve,926.64,5743.27,4816.63,16894.74,17821.38,1,1234-5678-9012-0162,2023-11-22 16:29:14.543721
CASH_IN,Bob,Eve,6838.17,17497.18,10659.01,41824.86,48663.03,0,1234-5678-9012-0992,2023-11-27 16:29:14.543721
DEBIT,John,Bob,1368.46,25175.4,23806.940000000002,33737.61,35106.07,1,1234-5678-9012-0595,2024-02-27 16:29:14.543721
PAYMENT,David,Jane,3232.92,18296.51,15063.589999999998,13899.06,17131.98,1,1234-5678-9012-0663,2023-10-30 16:29:14.543721
TRANSFER,Alice,Bob,530.87,27075.36,26544.49,17217.2,17748.07,1,1234-5678-9012-0271,2024-09-17 16:29:14.543721
TRANSFER,Jane,John,4537.0,12634.18,8097.18,7698.25,12235.25,0,1234-5678-9012-0008,2024-07-16 16:29:14.543721
DEBIT,David,Jane,4799.2,38400.39,33601.19,24481.97,29281.170000000002,1,1234-5678-9012-0566,2024-05-11 16:29:14.543721
CASH_IN,Alice,Charlie,6745.81,34495.53,27749.719999999998,944.86,7690.67,0,1234-5678-9012-0598,2024-04-26 16:29:14.543721
DEBIT,Charlie,Bob,510.06,28280.95,27770.89,33940.59,34450.649999999994,1,1234-5678-9012-0794,2023-11-08 16:29:14.543721
CASH_IN,John,Charlie,7011.75,30927.33,23915.58,42217.43,49229.18,1,1234-5678-9012-0949,2024-07-28 16:29:14.543721
CASH_IN,Charlie,Jane,772.24,245.22,-527.02,16270.69,17042.93,1,1234-5678-9012-0080,2024-03-27 16:29:14.543721
CASH_OUT,Bob,Charlie,3355.97,31486.02,28130.05,20517.3,23873.27,0,1234-5678-9012-0405,2023-12-20 16:29:14.544719
TRANSFER,Jane,Alice,9344.21,43947.23,34603.020000000004,43072.84,52417.049999999996,1,1234-5678-9012-0865,2024-09-08 16:29:14.544719
TRANSFER,David,Charlie,9288.88,20085.4,10796.520000000002,34279.54,43568.42,1,1234-5678-9012-0791,2023-12-13 16:29:14.544719
CASH_IN,Alice,Bob,8234.31,23522.88,15288.570000000002,45288.88,53523.189999999995,1,1234-5678-9012-0506,2024-06-22 16:29:14.544719
CASH_OUT,Alice,David,9314.37,47325.21,38010.84,36866.52,46180.89,1,1234-5678-9012-0786,2024-07-12 16:29:14.544719
PAYMENT,Jane,Alice,2086.36,20398.41,18312.05,26107.24,28193.600000000002,1,1234-5678-9012-0854,2024-01-02 16:29:14.544719
CASH_IN,John,David,5151.23,14700.02,9548.79,37782.97,42934.2,1,1234-5678-9012-0278,2024-04-08 16:29:14.544719
CASH_IN,John,Bob,3385.59,17173.83,13788.240000000002,36722.7,40108.28999999999,0,1234-5678-9012-0669,2023-12-04 16:29:14.544719
PAYMENT,Eve,Alice,94.93,7183.13,7088.2,21677.0,21771.93,1,1234-5678-9012-0262,2023-11-28 16:29:14.544719
CASH_IN,Eve,Charlie,7146.24,20936.66,13790.42,6664.99,13811.23,1,1234-5678-9012-0151,2024-05-21 16:29:14.544719
CASH_OUT,Eve,Jane,9519.38,981.43,-8537.949999999999,8565.63,18085.01,1,1234-5678-9012-0857,2024-05-10 16:29:14.544719
CASH_OUT,John,Jane,6509.94,49431.73,42921.79,2060.66,8570.599999999999,0,1234-5678-9012-0487,2024-01-23 16:29:14.544719
DEBIT,David,Jane,1605.7,31400.31,29794.61,10305.68,11911.380000000001,1,1234-5678-9012-0841,2024-03-04 16:29:14.544719
PAYMENT,David,Charlie,6918.59,749.96,-6168.63,45643.7,52562.28999999999,1,1234-5678-9012-0479,2024-04-21 16:29:14.544719
DEBIT,Jane,Eve,8713.82,49268.02,40554.2,7059.01,15772.83,1,1234-5678-9012-0943,2024-05-05 16:29:14.544719
DEBIT,Charlie,Alice,875.46,12480.84,11605.380000000001,344.81,1220.27,1,1234-5678-9012-0674,2024-01-25 16:29:14.544719
TRANSFER,David,Charlie,8711.36,4879.45,-3831.9100000000008,7847.78,16559.14,1,1234-5678-9012-0850,2024-02-18 16:29:14.544719
CASH_IN,John,David,820.75,5518.52,4697.77,3893.53,4714.280000000001,1,1234-5678-9012-0919,2024-09-05 16:29:14.544719
DEBIT,Alice,Bob,6283.59,27333.88,21050.29,12338.19,18621.78,1,1234-5678-9012-0038,2024-05-18 16:29:14.544719
CASH_IN,David,Jane,7830.71,3322.46,-4508.25,9745.06,17575.77,1,1234-5678-9012-0190,2024-09-12 16:29:14.544719
PAYMENT,David,Bob,4438.51,41588.48,37149.97,14306.09,18744.6,1,1234-5678-9012-0337,2023-10-07 16:29:14.544719
CASH_OUT,Jane,Eve,6888.76,29755.75,22866.989999999998,45360.05,52248.810000000005,1,1234-5678-9012-0929,2024-08-23 16:29:14.544719
PAYMENT,David,Charlie,3401.53,7203.09,3801.56,40854.19,44255.72,1,1234-5678-9012-0777,2023-10-07 16:29:14.544719
CASH_OUT,Jane,Charlie,3454.96,12403.83,8948.869999999999,15895.69,19350.65,1,1234-5678-9012-0634,2024-05-03 16:29:14.544719
DEBIT,Jane,Bob,8361.66,32137.26,23775.6,45486.18,53847.84,1,1234-5678-9012-0456,2024-01-12 16:29:14.544719
CASH_IN,David,Alice,1833.37,29752.86,27919.49,19203.0,21036.37,0,1234-5678-9012-0298,2024-01-28 16:29:14.544719
CASH_IN,Eve,Charlie,8737.96,31874.86,23136.9,29469.25,38207.21,1,1234-5678-9012-0691,2024-08-26 16:29:14.544719
PAYMENT,Bob,John,2859.42,4168.85,1309.4300000000003,36664.92,39524.34,1,1234-5678-9012-0571,2024-09-13 16:29:14.544719
CASH_IN,David,Alice,754.92,4307.93,3553.01,11403.17,12158.09,1,1234-5678-9012-0339,2023-09-26 16:29:14.544719
CASH_OUT,Bob,Alice,2638.26,2530.72,-107.54000000000042,21184.65,23822.910000000003,1,1234-5678-9012-0877,2024-02-20 16:29:14.544719
DEBIT,David,Alice,307.11,36065.12,35758.01,9763.32,10070.43,1,1234-5678-9012-0519,2024-03-09 16:29:14.544719
DEBIT,Eve,John,8148.01,8291.74,143.72999999999956,13630.98,21778.989999999998,1,1234-5678-9012-0212,2023-10-15 16:29:14.544719
PAYMENT,Charlie,Alice,5312.22,7260.16,1947.9399999999996,33978.49,39290.71,1,1234-5678-9012-0314,2024-02-01 16:29:14.544719
PAYMENT,Eve,Charlie,3724.39,6277.58,2553.19,32329.77,36054.16,1,1234-5678-9012-0252,2024-04-21 16:29:14.544719
TRANSFER,Eve,Alice,3647.65,6554.86,2907.2099999999996,42981.1,46628.75,1,1234-5678-9012-0772,2024-01-29 16:29:14.544719
PAYMENT,Eve,Alice,4048.55,17620.93,13572.380000000001,30591.15,34639.700000000004,1,1234-5678-9012-0322,2023-10-16 16:29:14.544719
CASH_OUT,John,Bob,4383.85,15704.78,11320.93,45840.71,50224.56,0,1234-5678-9012-0084,2024-07-11 16:29:14.544719
PAYMENT,Bob,Jane,553.66,12471.17,11917.51,4184.91,4738.57,1,1234-5678-9012-0802,2024-07-01 16:29:14.544719
CASH_OUT,Jane,Charlie,4288.64,5736.17,1447.5299999999997,33538.08,37826.72,1,1234-5678-9012-0765,2023-10-18 16:29:14.544719
TRANSFER,David,Jane,4869.62,5969.92,1100.3000000000002,44706.55,49576.170000000006,1,1234-5678-9012-0464,2024-06-29 16:29:14.544719
CASH_OUT,Eve,Charlie,5379.14,27711.63,22332.49,34412.32,39791.46,1,1234-5678-9012-0785,2023-11-08 16:29:14.544719
PAYMENT,Charlie,Eve,7278.55,2802.06,-4476.49,15420.52,22699.07,1,1234-5678-9012-0153,2024-06-15 16:29:14.544719
CASH_OUT,Charlie,John,6945.44,3420.67,-3524.7699999999995,5830.84,12776.279999999999,1,1234-5678-9012-0853,2024-07-15 16:29:14.544719
DEBIT,David,Alice,7104.74,38482.36,31377.620000000003,47433.92,54538.659999999996,1,1234-5678-9012-0923,2023-12-17 16:29:14.544719
DEBIT,David,Jane,7855.42,46087.27,38231.85,6805.11,14660.529999999999,0,1234-5678-9012-0579,2024-08-26 16:29:14.544719
CASH_IN,John,Alice,3983.67,15689.99,11706.32,34858.0,38841.67,1,1234-5678-9012-0443,2023-10-11 16:29:14.544719
TRANSFER,Eve,Alice,135.4,22181.35,22045.949999999997,11339.89,11475.289999999999,1,1234-5678-9012-0178,2024-08-10 16:29:14.544719
CASH_OUT,Charlie,Alice,3673.95,47192.7,43518.75,9347.07,13021.02,1,1234-5678-9012-0377,2024-01-05 16:29:14.544719
CASH_OUT,Jane,Alice,5867.15,24129.27,18262.120000000003,19088.9,24956.050000000003,1,1234-5678-9012-0533,2024-09-17 16:29:14.544719
DEBIT,Jane,Eve,4987.2,16516.75,11529.55,15075.63,20062.829999999998,0,1234-5678-9012-0709,2023-10-24 16:29:14.544719
CASH_OUT,Jane,Bob,3243.43,40329.38,37085.95,47434.09,50677.52,1,1234-5678-9012-0997,2023-12-26 16:29:14.544719
DEBIT,Alice,Charlie,9394.9,23070.29,13675.390000000001,24679.67,34074.57,1,1234-5678-9012-0721,2024-09-16 16:29:14.544719
PAYMENT,Jane,Bob,9987.18,36818.09,26830.909999999996,36946.26,46933.44,1,1234-5678-9012-0127,2023-11-08 16:29:14.544719
DEBIT,Bob,Charlie,8867.64,7336.7,-1530.9399999999996,7097.61,15965.25,1,1234-5678-9012-0061,2024-07-16 16:29:14.544719
TRANSFER,David,Charlie,858.05,17744.37,16886.32,1127.27,1985.32,1,1234-5678-9012-0008,2024-07-29 16:29:14.544719
TRANSFER,Jane,Bob,6184.65,25819.89,19635.239999999998,44203.89,50388.54,1,1234-5678-9012-0538,2023-11-09 16:29:14.544719
PAYMENT,Charlie,Alice,2113.13,28444.18,26331.05,47288.94,49402.07,1,1234-5678-9012-0240,2024-07-07 16:29:14.544719
CASH_IN,John,Eve,9682.64,1359.88,-8322.759999999998,46410.13,56092.77,1,1234-5678-9012-0132,2024-03-18 16:29:14.544719
CASH_OUT,Jane,David,9160.4,35730.33,26569.93,16196.97,25357.37,1,1234-5678-9012-0734,2024-04-12 16:29:14.544719
TRANSFER,David,Eve,9170.9,39109.63,29938.729999999996,21700.42,30871.32,1,1234-5678-9012-0469,2024-03-31 16:29:14.544719
CASH_OUT,Eve,Alice,8489.23,2749.73,-5739.5,13994.59,22483.82,1,1234-5678-9012-0535,2023-10-29 16:29:14.545742
TRANSFER,Charlie,Eve,9301.11,27122.33,17821.22,20283.04,29584.15,1,1234-5678-9012-0176,2024-08-21 16:29:14.545742
CASH_OUT,Bob,Eve,1968.35,13714.51,11746.16,10771.03,12739.380000000001,1,1234-5678-9012-0386,2024-08-24 16:29:14.545742
PAYMENT,David,Jane,647.02,2796.18,2149.16,37033.77,37680.78999999999,1,1234-5678-9012-0260,2023-10-03 16:29:14.545742
CASH_OUT,Alice,Eve,5138.89,2866.36,-2272.53,20444.89,25583.78,1,1234-5678-9012-0440,2024-06-29 16:29:14.545742
CASH_OUT,Bob,Eve,2863.86,11358.62,8494.76,32567.77,35431.63,1,1234-5678-9012-0153,2024-04-22 16:29:14.545742
PAYMENT,David,John,8753.63,4376.99,-4376.639999999999,45611.78,54365.409999999996,1,1234-5678-9012-0624,2024-06-08 16:29:14.545742
TRANSFER,Eve,Alice,6232.42,29345.06,23112.64,17600.9,23833.32,1,1234-5678-9012-0240,2024-03-08 16:29:14.545742
PAYMENT,David,Jane,7646.97,38227.69,30580.72,1757.06,9404.03,1,1234-5678-9012-0948,2023-12-05 16:29:14.545742
CASH_IN,John,Alice,1069.13,24685.86,23616.73,43521.72,44590.85,0,1234-5678-9012-0613,2024-01-22 16:29:14.545742
PAYMENT,David,Alice,7096.42,32879.2,25782.78,8430.59,15527.01,1,1234-5678-9012-0601,2024-06-26 16:29:14.545742
CASH_OUT,David,Charlie,4670.89,47305.74,42634.85,49068.55,53739.44,1,1234-5678-9012-0033,2024-03-22 16:29:14.545742
TRANSFER,Bob,Charlie,8689.67,7661.39,-1028.2799999999997,29072.07,37761.74,1,1234-5678-9012-0135,2023-12-29 16:29:14.545742
CASH_IN,David,Alice,603.1,155.66,-447.44000000000005,5226.95,5830.05,0,1234-5678-9012-0447,2024-05-21 16:29:14.545742
DEBIT,Jane,John,3044.9,4904.43,1859.5300000000002,12205.2,15250.1,1,1234-5678-9012-0288,2024-06-04 16:29:14.545742
PAYMENT,David,John,6203.97,38601.71,32397.739999999998,46933.77,53137.74,0,1234-5678-9012-0347,2024-05-22 16:29:14.546053
PAYMENT,Eve,Charlie,2344.51,29989.17,27644.659999999996,32693.99,35038.5,0,1234-5678-9012-0185,2024-06-15 16:29:14.546053
CASH_OUT,Eve,John,5952.85,10358.25,4405.4,9749.55,15702.4,1,1234-5678-9012-0695,2023-10-26 16:29:14.546053
CASH_OUT,Alice,John,2294.34,31339.43,29045.09,6750.02,9044.36,1,1234-5678-9012-0324,2024-01-18 16:29:14.546053
PAYMENT,John,Charlie,594.98,24786.39,24191.41,3566.39,4161.37,1,1234-5678-9012-0668,2024-01-01 16:29:14.546053
TRANSFER,John,Bob,4985.04,48617.59,43632.549999999996,33.86,5018.9,0,1234-5678-9012-0568,2024-03-18 16:29:14.546053
CASH_OUT,Bob,Charlie,990.16,29333.81,28343.65,40981.01,41971.170000000006,0,1234-5678-9012-0340,2023-12-25 16:29:14.546053
CASH_IN,Jane,John,3349.88,44976.33,41626.450000000004,30589.8,33939.68,1,1234-5678-9012-0073,2024-02-05 16:29:14.546053
CASH_IN,Jane,David,9115.42,26954.29,17838.870000000003,31512.58,40628.0,1,1234-5678-9012-0710,2024-01-31 16:29:14.546053
PAYMENT,Bob,Charlie,3715.6,43752.87,40037.270000000004,7075.37,10790.97,1,1234-5678-9012-0826,2024-02-27 16:29:14.546053
TRANSFER,Charlie,John,8172.78,45427.44,37254.66,2420.41,10593.189999999999,1,1234-5678-9012-0771,2024-04-14 16:29:14.546200
CASH_IN,Charlie,David,7158.49,30064.74,22906.25,9466.88,16625.37,1,1234-5678-9012-0358,2023-12-28 16:29:14.546200
TRANSFER,Alice,Jane,993.38,21801.89,20808.51,4569.78,5563.16,1,1234-5678-9012-0110,2023-11-16 16:29:14.547204
CASH_OUT,John,David,6706.98,37137.17,30430.19,36409.63,43116.61,1,1234-5678-9012-0347,2024-04-04 16:29:14.547204
CASH_IN,David,Charlie,4690.92,33473.46,28782.54,41001.79,45692.71,1,1234-5678-9012-0145,2023-11-19 16:29:14.547204
PAYMENT,Eve,Bob,2015.11,46309.02,44293.909999999996,28027.25,30042.36,1,1234-5678-9012-0634,2024-03-24 16:29:14.547204
PAYMENT,Alice,Bob,2359.35,13445.45,11086.1,49270.36,51629.71,0,1234-5678-9012-0584,2024-08-05 16:29:14.547204
PAYMENT,John,Eve,7969.61,27055.45,19085.84,9391.48,17361.09,1,1234-5678-9012-0026,2024-08-03 16:29:14.547204
CASH_IN,Eve,John,7657.03,25679.87,18022.84,9415.48,17072.51,1,1234-5678-9012-0011,2024-03-25 16:29:14.547204
PAYMENT,Eve,John,2734.93,22436.4,19701.47,10950.13,13685.06,1,1234-5678-9012-0046,2024-02-06 16:29:14.547204
DEBIT,Eve,Jane,1111.22,33836.5,32725.28,3843.9,4955.12,1,1234-5678-9012-0612,2024-09-16 16:29:14.547204
DEBIT,Eve,Jane,9529.93,31255.53,21725.6,12479.03,22008.96,1,1234-5678-9012-0275,2024-09-01 16:29:14.547204
DEBIT,Eve,Jane,8927.11,40223.74,31296.629999999997,28813.0,37740.11,1,1234-5678-9012-0171,2024-04-23 16:29:14.547204
PAYMENT,Alice,Eve,8582.93,31727.81,23144.88,11220.45,19803.38,1,1234-5678-9012-0375,2024-06-07 16:29:14.547204
CASH_OUT,Bob,John,9032.54,42230.02,33197.479999999996,6472.06,15504.600000000002,1,1234-5678-9012-0064,2024-05-08 16:29:14.547204
CASH_OUT,David,Charlie,4463.02,40660.48,36197.46000000001,45278.85,49741.869999999995,1,1234-5678-9012-0408,2023-10-31 16:29:14.547204
PAYMENT,Charlie,Eve,101.46,29429.15,29327.690000000002,14672.6,14774.06,1,1234-5678-9012-0182,2024-07-20 16:29:14.547204
PAYMENT,Eve,John,9856.69,15704.42,5847.73,46147.56,56004.25,1,1234-5678-9012-0538,2024-09-08 16:29:14.547204
DEBIT,Eve,Jane,674.4,4605.62,3931.22,5163.87,5838.2699999999995,0,1234-5678-9012-0071,2024-07-08 16:29:14.547204
PAYMENT,John,Charlie,6250.91,18759.17,12508.259999999998,32616.03,38866.94,1,1234-5678-9012-0068,2024-02-03 16:29:14.547204
